control,base_probe_id,variant_probe_id,case_id,event_family
evidence_type,reference_cross_full__cup_box__named_positions__compact__reference_first__reference_first,reference_cross_full__cup_box__numbered_right_to_left__compact__reference_first__reference_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__compact__reference_first__reference_first,reference_cross_full__cup_box__lettered_positions__compact__reference_first__reference_first,reference_cross_full,reference_crosses
context_entity_order,reference_cross_full__cup_box__named_positions__standard__target_first__target_first,reference_cross_full__cup_box__named_positions__standard__reference_first__target_first,reference_cross_full,reference_crosses
target_entity_order,reference_cross_full__cup_box__named_positions__standard__target_first__target_first,reference_cross_full__cup_box__named_positions__standard__target_first__reference_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__standard__target_first__target_first,reference_cross_full__cup_box__numbered_left_to_right__standard__target_first__target_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__standard__target_first__target_first,reference_cross_full__cup_box__numbered_right_to_left__standard__target_first__target_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__standard__target_first__target_first,reference_cross_full__cup_box__lettered_positions__standard__target_first__target_first,reference_cross_full,reference_crosses
context_entity_order,reference_cross_full__cup_box__named_positions__standard__target_first__reference_first,reference_cross_full__cup_box__named_positions__standard__reference_first__reference_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__standard__target_first__reference_first,reference_cross_full__cup_box__numbered_left_to_right__standard__target_first__reference_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__standard__target_first__reference_first,reference_cross_full__cup_box__numbered_right_to_left__standard__target_first__reference_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__standard__target_first__reference_first,reference_cross_full__cup_box__lettered_positions__standard__target_first__reference_first,reference_cross_full,reference_crosses
target_entity_order,reference_cross_full__cup_box__named_positions__standard__reference_first__target_first,reference_cross_full__cup_box__named_positions__standard__reference_first__reference_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__standard__reference_first__target_first,reference_cross_full__cup_box__numbered_left_to_right__standard__reference_first__target_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__standard__reference_first__target_first,reference_cross_full__cup_box__numbered_right_to_left__standard__reference_first__target_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__standard__reference_first__target_first,reference_cross_full__cup_box__lettered_positions__standard__reference_first__target_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__standard__reference_first__reference_first,reference_cross_full__cup_box__numbered_left_to_right__standard__reference_first__reference_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__standard__reference_first__reference_first,reference_cross_full__cup_box__numbered_right_to_left__standard__reference_first__reference_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__standard__reference_first__reference_first,reference_cross_full__cup_box__lettered_positions__standard__reference_first__reference_first,reference_cross_full,reference_crosses
context_entity_order,reference_cross_full__cup_box__named_positions__expanded__target_first__target_first,reference_cross_full__cup_box__named_positions__expanded__reference_first__target_first,reference_cross_full,reference_crosses
target_entity_order,reference_cross_full__cup_box__named_positions__expanded__target_first__target_first,reference_cross_full__cup_box__named_positions__expanded__target_first__reference_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__expanded__target_first__target_first,reference_cross_full__cup_box__numbered_left_to_right__expanded__target_first__target_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__expanded__target_first__target_first,reference_cross_full__cup_box__numbered_right_to_left__expanded__target_first__target_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__expanded__target_first__target_first,reference_cross_full__cup_box__lettered_positions__expanded__target_first__target_first,reference_cross_full,reference_crosses
context_entity_order,reference_cross_full__cup_box__named_positions__expanded__target_first__reference_first,reference_cross_full__cup_box__named_positions__expanded__reference_first__reference_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__expanded__target_first__reference_first,reference_cross_full__cup_box__numbered_left_to_right__expanded__target_first__reference_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__expanded__target_first__reference_first,reference_cross_full__cup_box__numbered_right_to_left__expanded__target_first__reference_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__expanded__target_first__reference_first,reference_cross_full__cup_box__lettered_positions__expanded__target_first__reference_first,reference_cross_full,reference_crosses
target_entity_order,reference_cross_full__cup_box__named_positions__expanded__reference_first__target_first,reference_cross_full__cup_box__named_positions__expanded__reference_first__reference_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__expanded__reference_first__target_first,reference_cross_full__cup_box__numbered_left_to_right__expanded__reference_first__target_first,reference_cross_full,reference_crosses
evidence_type,reference_cross_full__cup_box__named_positions__expanded__reference_first__target_first,reference_cross_full__cup_box__numbered_right_to_left__expanded__reference_first__target_first,reference_cross_full,reference_crosses
