control,base_probe_id,variant_probe_id
evidence_format,north_south__both_swap__numeric__expanded__list_positive_to_negative,north_south__both_swap__named_locations__expanded__list_positive_to_negative
axis,north_south__both_swap__numeric__expanded__list_positive_to_negative,east_west__both_swap__numeric__expanded__list_positive_to_negative
context_entity_order,north_south__both_swap__numeric__expanded__list_positive_to_negative,north_south__both_swap__numeric__expanded__reference_first__target_first__list_positive_to_negative
target_entity_order,north_south__both_swap__numeric__expanded__list_positive_to_negative,north_south__both_swap__numeric__expanded__target_first__reference_first__list_positive_to_negative
numeric_label_order,north_south__both_swap__numeric__expanded__list_positive_to_negative,north_south__both_swap__numeric__expanded__list_positive_to_negative__labels_decreasing
axis,north_south__both_swap__numeric__expanded__list_positive_to_negative__labels_decreasing,east_west__both_swap__numeric__expanded__list_positive_to_negative__labels_decreasing
context_entity_order,north_south__both_swap__numeric__expanded__list_positive_to_negative__labels_decreasing,north_south__both_swap__numeric__expanded__reference_first__target_first__list_positive_to_negative__labels_decreasing
target_entity_order,north_south__both_swap__numeric__expanded__list_positive_to_negative__labels_decreasing,north_south__both_swap__numeric__expanded__target_first__reference_first__list_positive_to_negative__labels_decreasing
evidence_format,north_south__both_swap__numeric__expanded__target_first__reference_first,north_south__both_swap__named_locations__expanded__target_first__reference_first
axis,north_south__both_swap__numeric__expanded__target_first__reference_first,east_west__both_swap__numeric__expanded__target_first__reference_first
context_entity_order,north_south__both_swap__numeric__expanded__target_first__reference_first,north_south__both_swap__numeric__expanded__reference_first__reference_first
location_list_order,north_south__both_swap__numeric__expanded__target_first__reference_first,north_south__both_swap__numeric__expanded__target_first__reference_first__list_positive_to_negative
numeric_label_order,north_south__both_swap__numeric__expanded__target_first__reference_first,north_south__both_swap__numeric__expanded__target_first__reference_first__labels_decreasing
axis,north_south__both_swap__numeric__expanded__target_first__reference_first__labels_decreasing,east_west__both_swap__numeric__expanded__target_first__reference_first__labels_decreasing
context_entity_order,north_south__both_swap__numeric__expanded__target_first__reference_first__labels_decreasing,north_south__both_swap__numeric__expanded__reference_first__reference_first__labels_decreasing
location_list_order,north_south__both_swap__numeric__expanded__target_first__reference_first__labels_decreasing,north_south__both_swap__numeric__expanded__target_first__reference_first__list_positive_to_negative__labels_decreasing
evidence_format,north_south__both_swap__numeric__expanded__target_first__reference_first__list_positive_to_negative,north_south__both_swap__named_locations__expanded__target_first__reference_first__list_positive_to_negative
axis,north_south__both_swap__numeric__expanded__target_first__reference_first__list_positive_to_negative,east_west__both_swap__numeric__expanded__target_first__reference_first__list_positive_to_negative
context_entity_order,north_south__both_swap__numeric__expanded__target_first__reference_first__list_positive_to_negative,north_south__both_swap__numeric__expanded__reference_first__reference_first__list_positive_to_negative
numeric_label_order,north_south__both_swap__numeric__expanded__target_first__reference_first__list_positive_to_negative,north_south__both_swap__numeric__expanded__target_first__reference_first__list_positive_to_negative__labels_decreasing
axis,north_south__both_swap__numeric__expanded__target_first__reference_first__list_positive_to_negative__labels_decreasing,east_west__both_swap__numeric__expanded__target_first__reference_first__list_positive_to_negative__labels_decreasing
context_entity_order,north_south__both_swap__numeric__expanded__target_first__reference_first__list_positive_to_negative__labels_decreasing,north_south__both_swap__numeric__expanded__reference_first__reference_first__list_positive_to_negative__labels_decreasing
evidence_format,north_south__both_swap__numeric__expanded__reference_first__target_first,north_south__both_swap__named_locations__expanded__reference_first__target_first
axis,north_south__both_swap__numeric__expanded__reference_first__target_first,east_west__both_swap__numeric__expanded__reference_first__target_first
target_entity_order,north_south__both_swap__numeric__expanded__reference_first__target_first,north_south__both_swap__numeric__expanded__reference_first__reference_first
location_list_order,north_south__both_swap__numeric__expanded__reference_first__target_first,north_south__both_swap__numeric__expanded__reference_first__target_first__list_positive_to_negative
numeric_label_order,north_south__both_swap__numeric__expanded__reference_first__target_first,north_south__both_swap__numeric__expanded__reference_first__target_first__labels_decreasing
axis,north_south__both_swap__numeric__expanded__reference_first__target_first__labels_decreasing,east_west__both_swap__numeric__expanded__reference_first__target_first__labels_decreasing
target_entity_order,north_south__both_swap__numeric__expanded__reference_first__target_first__labels_decreasing,north_south__both_swap__numeric__expanded__reference_first__reference_first__labels_decreasing
location_list_order,north_south__both_swap__numeric__expanded__reference_first__target_first__labels_decreasing,north_south__both_swap__numeric__expanded__reference_first__target_first__list_positive_to_negative__labels_decreasing
