pair_id,probe_version,event_family,event_subtype,contrast,first_outcome,second_outcome,first_probe_id,second_probe_id,numeric_information,name_id,object_id,numeric_case_id,unit_id,context_entity_order,Context1,Context2,Target1,Target2,correct_target_for_context1,correct_target_for_context2
name_1__obj_bicycle__num_08__unit_ft__person_first__farther__vs__name_1__obj_bicycle__num_08__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_08__unit_ft__person_first__farther,name_1__obj_bicycle__num_08__unit_ft__person_first__unchanged,specific,name_1,obj_bicycle,num_08,unit_ft,person_first,"Jesse began 12 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 9 ft right.","Jesse began 12 ft to the left of the bicycle. Jesse moved 9 ft right, and the bicycle moved 9 ft right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_08__unit_inches__person_first__closer__vs__name_1__obj_bicycle__num_08__unit_inches__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_08__unit_inches__person_first__closer,name_1__obj_bicycle__num_08__unit_inches__person_first__farther,specific,name_1,obj_bicycle,num_08,unit_inches,person_first,"Jesse began 12 inches to the left of the bicycle. Jesse moved 9 inches right, and the bicycle moved 1 inch right.","Jesse began 12 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 9 inches right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_08__unit_inches__person_first__closer__vs__name_1__obj_bicycle__num_08__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_08__unit_inches__person_first__closer,name_1__obj_bicycle__num_08__unit_inches__person_first__unchanged,specific,name_1,obj_bicycle,num_08,unit_inches,person_first,"Jesse began 12 inches to the left of the bicycle. Jesse moved 9 inches right, and the bicycle moved 1 inch right.","Jesse began 12 inches to the left of the bicycle. Jesse moved 9 inches right, and the bicycle moved 9 inches right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_08__unit_inches__person_first__farther__vs__name_1__obj_bicycle__num_08__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_08__unit_inches__person_first__farther,name_1__obj_bicycle__num_08__unit_inches__person_first__unchanged,specific,name_1,obj_bicycle,num_08,unit_inches,person_first,"Jesse began 12 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 9 inches right.","Jesse began 12 inches to the left of the bicycle. Jesse moved 9 inches right, and the bicycle moved 9 inches right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_09__unit_metres__person_first__closer__vs__name_1__obj_bicycle__num_09__unit_metres__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_09__unit_metres__person_first__closer,name_1__obj_bicycle__num_09__unit_metres__person_first__farther,specific,name_1,obj_bicycle,num_09,unit_metres,person_first,"Jesse began 52 metres to the left of the bicycle. Jesse moved 29 metres right, and the bicycle moved 1 metre right.","Jesse began 52 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 29 metres right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_09__unit_metres__person_first__closer__vs__name_1__obj_bicycle__num_09__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_09__unit_metres__person_first__closer,name_1__obj_bicycle__num_09__unit_metres__person_first__unchanged,specific,name_1,obj_bicycle,num_09,unit_metres,person_first,"Jesse began 52 metres to the left of the bicycle. Jesse moved 29 metres right, and the bicycle moved 1 metre right.","Jesse began 52 metres to the left of the bicycle. Jesse moved 29 metres right, and the bicycle moved 29 metres right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_09__unit_metres__person_first__farther__vs__name_1__obj_bicycle__num_09__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_09__unit_metres__person_first__farther,name_1__obj_bicycle__num_09__unit_metres__person_first__unchanged,specific,name_1,obj_bicycle,num_09,unit_metres,person_first,"Jesse began 52 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 29 metres right.","Jesse began 52 metres to the left of the bicycle. Jesse moved 29 metres right, and the bicycle moved 29 metres right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_09__unit_ft__person_first__closer__vs__name_1__obj_bicycle__num_09__unit_ft__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_09__unit_ft__person_first__closer,name_1__obj_bicycle__num_09__unit_ft__person_first__farther,specific,name_1,obj_bicycle,num_09,unit_ft,person_first,"Jesse began 52 ft to the left of the bicycle. Jesse moved 29 ft right, and the bicycle moved 1 ft right.","Jesse began 52 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 29 ft right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_09__unit_ft__person_first__closer__vs__name_1__obj_bicycle__num_09__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_09__unit_ft__person_first__closer,name_1__obj_bicycle__num_09__unit_ft__person_first__unchanged,specific,name_1,obj_bicycle,num_09,unit_ft,person_first,"Jesse began 52 ft to the left of the bicycle. Jesse moved 29 ft right, and the bicycle moved 1 ft right.","Jesse began 52 ft to the left of the bicycle. Jesse moved 29 ft right, and the bicycle moved 29 ft right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_09__unit_ft__person_first__farther__vs__name_1__obj_bicycle__num_09__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_09__unit_ft__person_first__farther,name_1__obj_bicycle__num_09__unit_ft__person_first__unchanged,specific,name_1,obj_bicycle,num_09,unit_ft,person_first,"Jesse began 52 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 29 ft right.","Jesse began 52 ft to the left of the bicycle. Jesse moved 29 ft right, and the bicycle moved 29 ft right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_09__unit_inches__person_first__closer__vs__name_1__obj_bicycle__num_09__unit_inches__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_09__unit_inches__person_first__closer,name_1__obj_bicycle__num_09__unit_inches__person_first__farther,specific,name_1,obj_bicycle,num_09,unit_inches,person_first,"Jesse began 52 inches to the left of the bicycle. Jesse moved 29 inches right, and the bicycle moved 1 inch right.","Jesse began 52 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 29 inches right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_09__unit_inches__person_first__closer__vs__name_1__obj_bicycle__num_09__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_09__unit_inches__person_first__closer,name_1__obj_bicycle__num_09__unit_inches__person_first__unchanged,specific,name_1,obj_bicycle,num_09,unit_inches,person_first,"Jesse began 52 inches to the left of the bicycle. Jesse moved 29 inches right, and the bicycle moved 1 inch right.","Jesse began 52 inches to the left of the bicycle. Jesse moved 29 inches right, and the bicycle moved 29 inches right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_09__unit_inches__person_first__farther__vs__name_1__obj_bicycle__num_09__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_09__unit_inches__person_first__farther,name_1__obj_bicycle__num_09__unit_inches__person_first__unchanged,specific,name_1,obj_bicycle,num_09,unit_inches,person_first,"Jesse began 52 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 29 inches right.","Jesse began 52 inches to the left of the bicycle. Jesse moved 29 inches right, and the bicycle moved 29 inches right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_10__unit_metres__person_first__closer__vs__name_1__obj_bicycle__num_10__unit_metres__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_10__unit_metres__person_first__closer,name_1__obj_bicycle__num_10__unit_metres__person_first__farther,specific,name_1,obj_bicycle,num_10,unit_metres,person_first,"Jesse began 56 metres to the left of the bicycle. Jesse moved 9 metres right, and the bicycle moved 1 metre right.","Jesse began 56 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 9 metres right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_10__unit_metres__person_first__closer__vs__name_1__obj_bicycle__num_10__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_10__unit_metres__person_first__closer,name_1__obj_bicycle__num_10__unit_metres__person_first__unchanged,specific,name_1,obj_bicycle,num_10,unit_metres,person_first,"Jesse began 56 metres to the left of the bicycle. Jesse moved 9 metres right, and the bicycle moved 1 metre right.","Jesse began 56 metres to the left of the bicycle. Jesse moved 9 metres right, and the bicycle moved 9 metres right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_10__unit_metres__person_first__farther__vs__name_1__obj_bicycle__num_10__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_10__unit_metres__person_first__farther,name_1__obj_bicycle__num_10__unit_metres__person_first__unchanged,specific,name_1,obj_bicycle,num_10,unit_metres,person_first,"Jesse began 56 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 9 metres right.","Jesse began 56 metres to the left of the bicycle. Jesse moved 9 metres right, and the bicycle moved 9 metres right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_10__unit_ft__person_first__closer__vs__name_1__obj_bicycle__num_10__unit_ft__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_10__unit_ft__person_first__closer,name_1__obj_bicycle__num_10__unit_ft__person_first__farther,specific,name_1,obj_bicycle,num_10,unit_ft,person_first,"Jesse began 56 ft to the left of the bicycle. Jesse moved 9 ft right, and the bicycle moved 1 ft right.","Jesse began 56 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 9 ft right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_10__unit_ft__person_first__closer__vs__name_1__obj_bicycle__num_10__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_10__unit_ft__person_first__closer,name_1__obj_bicycle__num_10__unit_ft__person_first__unchanged,specific,name_1,obj_bicycle,num_10,unit_ft,person_first,"Jesse began 56 ft to the left of the bicycle. Jesse moved 9 ft right, and the bicycle moved 1 ft right.","Jesse began 56 ft to the left of the bicycle. Jesse moved 9 ft right, and the bicycle moved 9 ft right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
