control,base_probe_id,variant_probe_id,event_family,case_id,object_pair_id,evidence_type,length_band
target_entity_order,no_cross_up__cup_box__numbered_floors__expanded__reference_first__target_first,no_cross_up__cup_box__numbered_floors__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,expanded
context_entity_order,no_cross_up__book_jar__named_shelves__compact__target_first__target_first,no_cross_up__book_jar__named_shelves__compact__reference_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
target_entity_order,no_cross_up__book_jar__named_shelves__compact__target_first__target_first,no_cross_up__book_jar__named_shelves__compact__target_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
length_band,no_cross_up__book_jar__named_shelves__compact__target_first__target_first,no_cross_up__book_jar__named_shelves__standard__target_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
length_band,no_cross_up__book_jar__named_shelves__compact__target_first__target_first,no_cross_up__book_jar__named_shelves__expanded__target_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
evidence_type,no_cross_up__book_jar__named_shelves__compact__target_first__target_first,no_cross_up__book_jar__measured_height__compact__target_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
evidence_type,no_cross_up__book_jar__named_shelves__compact__target_first__target_first,no_cross_up__book_jar__numbered_steps__compact__target_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
evidence_type,no_cross_up__book_jar__named_shelves__compact__target_first__target_first,no_cross_up__book_jar__numbered_floors__compact__target_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
context_entity_order,no_cross_up__book_jar__named_shelves__compact__target_first__reference_first,no_cross_up__book_jar__named_shelves__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
length_band,no_cross_up__book_jar__named_shelves__compact__target_first__reference_first,no_cross_up__book_jar__named_shelves__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
length_band,no_cross_up__book_jar__named_shelves__compact__target_first__reference_first,no_cross_up__book_jar__named_shelves__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
evidence_type,no_cross_up__book_jar__named_shelves__compact__target_first__reference_first,no_cross_up__book_jar__measured_height__compact__target_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
evidence_type,no_cross_up__book_jar__named_shelves__compact__target_first__reference_first,no_cross_up__book_jar__numbered_steps__compact__target_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
evidence_type,no_cross_up__book_jar__named_shelves__compact__target_first__reference_first,no_cross_up__book_jar__numbered_floors__compact__target_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
target_entity_order,no_cross_up__book_jar__named_shelves__compact__reference_first__target_first,no_cross_up__book_jar__named_shelves__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
length_band,no_cross_up__book_jar__named_shelves__compact__reference_first__target_first,no_cross_up__book_jar__named_shelves__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
length_band,no_cross_up__book_jar__named_shelves__compact__reference_first__target_first,no_cross_up__book_jar__named_shelves__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
evidence_type,no_cross_up__book_jar__named_shelves__compact__reference_first__target_first,no_cross_up__book_jar__measured_height__compact__reference_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
evidence_type,no_cross_up__book_jar__named_shelves__compact__reference_first__target_first,no_cross_up__book_jar__numbered_steps__compact__reference_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
evidence_type,no_cross_up__book_jar__named_shelves__compact__reference_first__target_first,no_cross_up__book_jar__numbered_floors__compact__reference_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
length_band,no_cross_up__book_jar__named_shelves__compact__reference_first__reference_first,no_cross_up__book_jar__named_shelves__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
length_band,no_cross_up__book_jar__named_shelves__compact__reference_first__reference_first,no_cross_up__book_jar__named_shelves__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
evidence_type,no_cross_up__book_jar__named_shelves__compact__reference_first__reference_first,no_cross_up__book_jar__measured_height__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
evidence_type,no_cross_up__book_jar__named_shelves__compact__reference_first__reference_first,no_cross_up__book_jar__numbered_steps__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
evidence_type,no_cross_up__book_jar__named_shelves__compact__reference_first__reference_first,no_cross_up__book_jar__numbered_floors__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,compact
context_entity_order,no_cross_up__book_jar__named_shelves__standard__target_first__target_first,no_cross_up__book_jar__named_shelves__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
target_entity_order,no_cross_up__book_jar__named_shelves__standard__target_first__target_first,no_cross_up__book_jar__named_shelves__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
evidence_type,no_cross_up__book_jar__named_shelves__standard__target_first__target_first,no_cross_up__book_jar__measured_height__standard__target_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
evidence_type,no_cross_up__book_jar__named_shelves__standard__target_first__target_first,no_cross_up__book_jar__numbered_steps__standard__target_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
evidence_type,no_cross_up__book_jar__named_shelves__standard__target_first__target_first,no_cross_up__book_jar__numbered_floors__standard__target_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
context_entity_order,no_cross_up__book_jar__named_shelves__standard__target_first__reference_first,no_cross_up__book_jar__named_shelves__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
evidence_type,no_cross_up__book_jar__named_shelves__standard__target_first__reference_first,no_cross_up__book_jar__measured_height__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
evidence_type,no_cross_up__book_jar__named_shelves__standard__target_first__reference_first,no_cross_up__book_jar__numbered_steps__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
evidence_type,no_cross_up__book_jar__named_shelves__standard__target_first__reference_first,no_cross_up__book_jar__numbered_floors__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
target_entity_order,no_cross_up__book_jar__named_shelves__standard__reference_first__target_first,no_cross_up__book_jar__named_shelves__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
evidence_type,no_cross_up__book_jar__named_shelves__standard__reference_first__target_first,no_cross_up__book_jar__measured_height__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
evidence_type,no_cross_up__book_jar__named_shelves__standard__reference_first__target_first,no_cross_up__book_jar__numbered_steps__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
evidence_type,no_cross_up__book_jar__named_shelves__standard__reference_first__target_first,no_cross_up__book_jar__numbered_floors__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
evidence_type,no_cross_up__book_jar__named_shelves__standard__reference_first__reference_first,no_cross_up__book_jar__measured_height__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
evidence_type,no_cross_up__book_jar__named_shelves__standard__reference_first__reference_first,no_cross_up__book_jar__numbered_steps__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
evidence_type,no_cross_up__book_jar__named_shelves__standard__reference_first__reference_first,no_cross_up__book_jar__numbered_floors__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,standard
context_entity_order,no_cross_up__book_jar__named_shelves__expanded__target_first__target_first,no_cross_up__book_jar__named_shelves__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,expanded
target_entity_order,no_cross_up__book_jar__named_shelves__expanded__target_first__target_first,no_cross_up__book_jar__named_shelves__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,expanded
evidence_type,no_cross_up__book_jar__named_shelves__expanded__target_first__target_first,no_cross_up__book_jar__measured_height__expanded__target_first__target_first,target_moves_without_crossing,no_cross_up,book_jar,named_shelves,expanded
