probe_id,probe_version,scene_id,scene_role,name_id,object_id,condition_id,context_structure,context_entity_order,target_order,reverses_context_entity_order,evidence_type,setting,assumption,include_in_primary_scene_summary,gold_requires_unstated_worn_shoes,Context1,Context2,Target1,Target2,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count,source_probe_id,source_probe_version,probe_type,far_wording_match_id,close_evidence_type,close_context_structure,far_context_entity_order,far_variant_id,far_evidence_type,far_setting_explicit,far_target_repeats_context,far_context_structure
shared_floor_tile__name_0__obj_bag__physical_placement__object_first__far_large_distance,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement,object_subject,object_first,object_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The bag is on the small floor tile under Maya's feet.,The bag and Maya are separated by a large distance.,The bag is close to Maya.,The bag is far from Maya.,12,13,10,11,6,7,6,7,shared_floor_tile__name_0__obj_bag__physical_placement__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement__object_first,shared_small_surface,object_subject,object_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
shared_floor_tile__name_0__obj_bag__physical_placement_fronted__person_first,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement_fronted,fronted_location,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the bag.,Across the full length of a large hall from Maya is the bag.,Maya is close to the bag.,Maya is far from the bag.,12,13,13,14,6,8,6,8,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__person_first,shared_small_surface,fronted_location,person_first,across_space,large_space_separation,True,False,fronted_location
shared_floor_tile__name_0__obj_bag__physical_placement_fronted__person_first__far_direct_far,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement_fronted,fronted_location,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the bag.,Far from Maya is the bag.,Maya is close to the bag.,Maya is far from the bag.,12,13,6,7,6,8,6,8,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__person_first,shared_small_surface,fronted_location,person_first,direct_far,explicit_relation,False,False,fronted_location
shared_floor_tile__name_0__obj_bag__physical_placement_fronted__person_first__far_synonym_distant,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement_fronted,fronted_location,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the bag.,Distant from Maya is the bag.,Maya is close to the bag.,Maya is far from the bag.,12,13,6,8,6,8,6,8,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__person_first,shared_small_surface,fronted_location,person_first,synonym_distant,distance_synonym,False,False,fronted_location
shared_floor_tile__name_0__obj_bag__physical_placement_fronted__person_first__far_large_distance,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement_fronted,fronted_location,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the bag.,A large distance separates Maya and the bag.,Maya is close to the bag.,Maya is far from the bag.,12,13,8,9,6,8,6,8,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__person_first,shared_small_surface,fronted_location,person_first,large_distance,distance_magnitude_phrase,False,False,distance_subject
shared_floor_tile__name_0__obj_bag__physical_placement_fronted__object_first,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement_fronted,fronted_location,person_first,object_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the bag.,Across the full length of a large hall from Maya is the bag.,The bag is close to Maya.,The bag is far from Maya.,12,13,13,14,6,7,6,7,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__object_first,shared_small_surface,fronted_location,person_first,across_space,large_space_separation,True,False,fronted_location
shared_floor_tile__name_0__obj_bag__physical_placement_fronted__object_first__far_direct_far,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement_fronted,fronted_location,person_first,object_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the bag.,Far from Maya is the bag.,The bag is close to Maya.,The bag is far from Maya.,12,13,6,7,6,7,6,7,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__object_first,shared_small_surface,fronted_location,person_first,direct_far,explicit_relation,False,False,fronted_location
shared_floor_tile__name_0__obj_bag__physical_placement_fronted__object_first__far_synonym_distant,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement_fronted,fronted_location,person_first,object_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the bag.,Distant from Maya is the bag.,The bag is close to Maya.,The bag is far from Maya.,12,13,6,8,6,7,6,7,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__object_first,shared_small_surface,fronted_location,person_first,synonym_distant,distance_synonym,False,False,fronted_location
shared_floor_tile__name_0__obj_bag__physical_placement_fronted__object_first__far_large_distance,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement_fronted,fronted_location,person_first,object_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the bag.,A large distance separates Maya and the bag.,The bag is close to Maya.,The bag is far from Maya.,12,13,8,9,6,7,6,7,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__object_first,shared_small_surface,fronted_location,person_first,large_distance,distance_magnitude_phrase,False,False,distance_subject
shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__person_first,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement_person_subject,person_subject,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,Maya stands on the same small floor tile as the bag.,Maya is across the full length of a large hall from the bag.,Maya is close to the bag.,Maya is far from the bag.,11,13,13,15,6,8,6,8,shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__person_first,shared_small_surface,person_subject,person_first,across_space,large_space_separation,True,False,person_subject
shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__person_first__far_direct_far,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement_person_subject,person_subject,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,Maya stands on the same small floor tile as the bag.,Maya is far from the bag.,Maya is close to the bag.,Maya is far from the bag.,11,13,6,8,6,8,6,8,shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__person_first,shared_small_surface,person_subject,person_first,direct_far,explicit_relation,False,True,person_subject
shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__person_first__far_synonym_distant,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement_person_subject,person_subject,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,Maya stands on the same small floor tile as the bag.,Maya is distant from the bag.,Maya is close to the bag.,Maya is far from the bag.,11,13,6,8,6,8,6,8,shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__person_first,shared_small_surface,person_subject,person_first,synonym_distant,distance_synonym,False,False,person_subject
shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__person_first__far_large_distance,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement_person_subject,person_subject,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,Maya stands on the same small floor tile as the bag.,Maya and the bag are separated by a large distance.,Maya is close to the bag.,Maya is far from the bag.,11,13,10,12,6,8,6,8,shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__person_first,shared_small_surface,person_subject,person_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__object_first,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement_person_subject,person_subject,person_first,object_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,Maya stands on the same small floor tile as the bag.,Maya is across the full length of a large hall from the bag.,The bag is close to Maya.,The bag is far from Maya.,11,13,13,15,6,7,6,7,shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__object_first,shared_small_surface,person_subject,person_first,across_space,large_space_separation,True,False,person_subject
